,TRPMILES,TRVLCMIN,STRTTIME,ENDTIME,WHYFROM,WHYTRP1S,DAY,VMT_MILE
310,3.578,10,1130,1140,1,10,101,3.578
311,6.285,16,1624,1640,3,50,101,6.285
312,4.378,10,1750,1800,16,1,101,4.378
313,5.135,16,1246,1302,1,10,103,5.135
314,5.198,15,2128,2143,3,1,103,5.198
315,474.81,540,700,1600,1,1,104,474.81
316,3.451,5,740,745,1,10,105,3.451
317,13.152,30,1330,1400,3,30,105,13.152
318,13.156,30,1530,1600,18,1,105,13.156
319,2.813,5,830,835,1,50,107,2.813
320,2.797,5,945,950,16,1,107,2.797
321,7.746,29,731,800,1,80,113,7.746
322,3.761,15,845,900,13,40,113,3.761
323,6.195,20,930,950,11,1,113,6.195
324,9.223,30,1100,1130,1,40,113,9.223
325,10.557,10,1135,1145,12,40,113,10.557
326,0.584,5,1220,1225,11,50,113,0.584
327,17.908,30,1500,1530,15,1,113,17.908
328,2.637,10,745,755,1,10,115,2.637
329,2.7,10,1700,1710,3,1,115,2.7
330,3.466,15,915,930,1,40,117,3.466
331,7.757,30,940,1010,14,40,117,7.757
332,7.169,15,1020,1035,12,1,117,7.169
333,5.891,15,1130,1145,1,20,117,5.891
334,5.892,15,1315,1330,10,1,117,5.892
335,4.064,15,1630,1645,1,70,117,4.064
336,4.558,13,1647,1700,6,1,117,4.558
337,4.064,15,2100,2115,1,70,117,4.064
338,4.558,15,2130,2145,6,1,117,4.558
339,2.526,5,810,815,1,40,119,2.526
340,2.513,13,817,830,14,10,119,2.513
341,4.12,15,1100,1115,3,10,119,4.12
342,3.812,10,1210,1220,3,40,119,3.812
343,12.62,25,1600,1625,12,1,119,12.62
344,1.859,12,846,858,1,40,120,1.859
345,2.514,4,941,945,11,40,120,2.514
346,0.551,4,1008,1012,11,40,120,0.551
347,1.656,4,1022,1026,11,1,120,1.656
348,5.619,13,1115,1128,1,40,120,5.619
349,6.327,18,1158,1216,12,1,120,6.327
350,2.106,12,1816,1828,1,97,120,-1.0
351,2.377,4,2245,2249,5,1,120,-1.0
352,0.346,3,930,933,1,70,121,0.346
353,1.377,6,939,945,6,70,121,1.377
354,0.478,4,946,950,6,40,121,0.478
355,1.202,20,1000,1020,11,40,121,1.202
356,1.922,25,1115,1140,11,40,121,1.922
357,1.738,35,1245,1320,11,1,121,1.738
358,0.788,10,1510,1520,1,70,121,0.788
359,1.724,10,1525,1535,6,70,121,1.724
360,0.84,10,1540,1550,6,40,121,0.84
361,1.057,10,1700,1710,12,1,121,1.057
362,2.536,10,950,1000,1,20,122,2.536
363,1.358,5,1205,1210,19,80,122,1.358
364,1.371,5,1320,1325,13,1,122,1.371
365,1.609,5,1700,1705,1,40,122,1.609
366,1.745,5,1710,1715,11,1,122,1.745
367,3.715,15,545,600,1,10,123,3.715
368,4.381,25,620,645,4,10,123,4.381
369,4.031,15,1200,1215,3,80,123,4.031
370,2.754,11,1245,1256,13,10,123,2.754
371,10.542,30,1800,1830,3,1,123,10.542
372,3.753,15,715,730,2,20,124,3.753
373,1.151,15,930,945,10,40,124,1.151
374,2.547,10,1015,1025,11,10,124,2.547
375,24.26,30,1500,1530,3,1,126,24.26
376,5.346,15,1600,1615,1,50,126,5.346
377,5.133,15,2200,2215,17,1,126,5.133
378,10.907,18,712,730,1,10,130,10.907
379,11.127,17,1630,1647,3,1,130,11.127
380,8.084,11,730,741,1,10,131,8.084
381,5.227,10,820,830,3,30,131,5.227
382,4.011,10,900,910,18,80,131,4.011
383,3.102,15,945,1000,13,10,131,3.102
384,3.979,15,1100,1115,3,40,131,3.979
385,3.872,15,1145,1200,14,10,131,3.872
386,1.797,15,1600,1615,3,40,131,1.797
387,1.797,10,1630,1640,14,10,131,1.797
388,8.192,15,1800,1815,3,1,131,8.192
389,9.027,21,630,651,1,1,132,9.027
390,0.542,5,1000,1005,1,1,132,0.542
391,9.569,22,1600,1622,1,1,132,9.569
392,41.818,45,630,715,1,10,133,41.818
393,7.649,30,730,800,3,10,134,7.649
394,281.058,370,1500,2110,3,1,134,281.058
395,9.144,13,545,558,1,80,136,9.144
396,9.145,15,630,645,13,97,136,9.145
397,2.388,10,900,910,1,40,138,2.388
398,2.388,5,1125,1130,1,40,138,2.388
399,3.432,10,1150,1200,12,40,138,3.432
400,1.079,5,1245,1250,11,1,138,1.079
401,1.739,10,1500,1510,1,40,138,1.739
402,1.079,10,1600,1610,11,1,138,1.079
403,2.186,15,800,815,1,10,140,2.186
404,2.952,20,830,850,4,10,140,2.952
405,2.454,20,1400,1420,3,10,140,2.454
406,1.531,10,1430,1440,4,40,140,1.531
407,21.344,30,1445,1515,12,10,140,21.344
408,22.362,30,1830,1900,3,1,140,22.362
409,0.695,4,1802,1806,1,20,141,0.695
410,5.59,18,2015,2033,19,80,141,5.59
411,0.918,5,2134,2139,13,50,141,0.918
412,1.055,6,2340,2346,15,80,141,1.055
413,4.083,10,2348,2358,13,1,141,4.083
414,11.291,40,650,730,1,40,142,11.291
415,0.742,5,825,830,12,40,142,0.742
416,0.05,5,945,950,14,40,142,0.05
417,0.523,10,1020,1030,11,40,142,0.523
418,0.567,5,1045,1050,11,40,142,0.567
419,1.555,15,1115,1130,11,40,142,1.555
420,0.481,10,1135,1145,12,40,142,0.481
421,0.611,10,1245,1255,11,40,142,0.611
422,1.381,10,1340,1350,11,40,142,1.381
423,2.69,20,1435,1455,11,80,142,2.69
424,0.274,5,1510,1515,13,40,142,0.274
425,7.528,20,1530,1550,11,1,142,7.528
426,10.964,30,830,900,1,10,143,10.964
427,3.608,30,1000,1030,3,10,143,3.608
428,5.704,10,1200,1210,3,80,143,5.704
429,4.865,5,1310,1315,13,10,143,4.865
430,3.981,30,1500,1530,3,10,143,3.981
431,10.829,60,1700,1800,3,1,143,10.829
432,12.105,15,635,650,1,97,144,12.105
433,8.746,15,1530,1545,7,1,144,8.746
