,TRPMILES,TRVLCMIN,STRTTIME,ENDTIME,WHYFROM,WHYTRP1S,DAY,VMT_MILE
517,7.292,20,1230,1250,1,10,168,7.292
518,7.276,10,2130,2140,3,1,168,7.276
519,8.051,25,1145,1210,1,80,170,8.051
520,0.61,10,1220,1230,13,40,170,-1.0
521,0.533,10,1400,1410,11,80,170,0.533
522,0.849,5,1530,1535,13,40,170,0.849
523,8.564,35,1640,1715,11,1,170,-1.0
524,36.717,60,900,1000,1,10,171,36.717
525,36.713,60,2300,2400,3,1,171,36.713
526,9.418,15,1645,1700,1,10,172,9.418
527,9.431,15,2130,2145,3,1,172,9.431
528,28.612,35,720,755,1,10,173,28.612
529,27.622,35,1720,1755,3,1,173,27.622
530,19.807,30,1000,1030,1,80,174,-1.0
531,7.513,16,1130,1146,13,40,174,-1.0
532,3.023,8,1234,1242,11,40,174,-1.0
533,11.806,22,1303,1325,11,1,174,-1.0
534,19.999,23,1230,1253,1,10,176,19.999
535,20.113,25,1815,1840,3,1,176,20.113
536,25.323,30,515,545,1,50,177,25.323
537,25.291,20,705,725,16,1,177,25.291
538,9.049,15,745,800,1,40,177,9.049
539,3.511,15,810,825,11,10,177,3.511
540,2.446,10,1535,1545,3,40,177,2.446
541,0.441,5,1550,1555,14,80,177,0.441
542,0.544,5,1610,1615,13,40,177,0.544
543,10.227,30,1645,1715,12,1,177,10.227
544,8.743,14,750,804,1,10,178,8.743
545,8.637,15,1900,1915,3,1,178,8.637
546,18.92,40,915,955,1,10,179,18.92
547,14.962,95,2105,2240,3,1,179,14.962
548,8.89,13,610,623,1,10,180,8.89
549,9.986,21,1401,1422,3,1,180,9.986
550,5.956,10,1000,1010,1,10,181,5.956
551,5.549,10,1500,1510,3,1,181,5.549
552,9.457,25,630,655,1,10,182,9.457
553,9.457,23,1140,1203,3,1,182,9.457
554,9.457,25,1405,1430,1,10,182,9.457
555,9.457,25,1730,1755,3,1,182,9.457
556,1.107,5,1045,1050,1,70,184,1.107
557,5.159,10,1100,1110,6,40,184,5.159
558,5.205,10,1120,1130,11,1,184,5.205
559,41.321,50,710,800,1,30,186,41.321
560,1.467,10,845,855,18,80,186,1.467
561,19.484,15,945,1000,13,40,186,19.484
562,61.241,90,1530,1700,11,1,186,61.241
563,5.449,20,720,740,1,70,187,5.449
564,1.817,10,810,820,6,10,187,1.817
565,1.812,10,1620,1630,3,70,187,1.812
566,5.449,30,1650,1720,6,1,187,5.449
567,6.225,15,645,700,1,10,188,6.225
568,6.046,15,1630,1645,3,1,188,6.046
569,1.881,2,1015,1017,1,70,189,1.881
570,19.514,30,1030,1100,6,10,189,19.514
571,19.674,35,1930,2005,3,70,189,19.674
572,0.57,2,2043,2045,6,1,189,0.57
573,14.482,20,1030,1050,1,40,191,14.482
574,4.881,15,1300,1315,11,40,191,4.881
575,16.039,30,1600,1630,11,1,191,16.039
576,0.466,2,858,900,1,20,192,-1.0
