,TRPMILES,TRVLCMIN,STRTTIME,ENDTIME,WHYFROM,WHYTRP1S,DAY,VMT_MILE
462,15.192,30,1845,1915,15,1,124,15.192
463,0.17,1,1315,1316,1,40,125,0.17
464,0.17,1,1336,1337,14,1,125,0.17
465,8.13,20,930,950,1,30,126,8.13
466,0.386,9,951,1000,18,40,126,0.386
467,7.998,20,1030,1050,11,1,126,7.998
468,8.13,18,1330,1348,1,70,126,8.13
469,2.178,16,1349,1405,6,40,126,2.178
470,2.215,12,1500,1512,11,40,126,2.215
471,7.741,22,1518,1540,12,1,126,7.741
472,8.13,20,930,950,1,30,126,-1.0
473,2.178,20,1348,1408,18,40,126,-1.0
474,2.214,12,1500,1512,11,97,126,-1.0
475,7.741,20,318,338,97,1,126,-1.0
476,16.437,22,908,930,1,97,128,16.437
477,3.304,10,1250,1300,5,50,128,3.304
478,17.917,20,1325,1345,17,1,128,17.917
479,6.576,15,930,945,1,20,129,6.576
480,6.578,20,1200,1220,19,1,129,6.578
481,6.576,15,930,945,1,20,129,-1.0
482,6.578,20,1200,1220,19,1,129,-1.0
483,21.284,35,825,900,1,20,130,21.284
484,21.847,16,1430,1446,8,40,130,21.847
485,5.092,11,1500,1511,12,1,130,5.092
486,75.677,90,930,1100,1,20,131,75.677
487,76.496,120,1230,1430,19,1,131,76.496
488,5.21,10,1830,1840,1,80,131,5.21
489,5.169,15,2030,2045,13,1,131,5.169
490,6.035,7,1220,1227,1,40,132,6.035
491,6.044,10,1240,1250,11,1,132,6.044
492,11.415,15,1530,1545,1,50,132,11.415
493,11.409,20,1700,1720,17,1,132,11.409
494,11.247,15,1830,1845,1,80,135,11.247
495,11.401,15,1945,2000,13,1,135,11.401
496,11.248,15,1830,1845,1,80,135,-1.0
497,11.401,15,1945,2000,13,1,135,-1.0
498,1.38,5,1300,1305,1,40,138,1.38
499,3.717,6,1306,1312,14,40,138,3.717
500,5.029,8,1317,1325,11,1,138,5.029
501,1.38,5,1300,1305,1,40,138,-1.0
502,3.717,6,1306,1312,14,40,138,-1.0
503,5.029,8,1317,1325,11,1,138,-1.0
504,6.58,10,900,910,1,40,139,6.58
505,6.58,10,920,930,14,1,139,6.58
506,60.777,72,1100,1212,1,30,139,60.777
507,56.461,60,1500,1600,18,1,139,56.461
508,4.111,20,1700,1720,1,70,139,4.111
509,4.111,21,2244,2305,7,1,139,4.111
510,1.235,10,930,940,1,97,140,1.235
511,3.021,4,950,954,5,40,140,3.021
512,0.554,2,957,959,14,97,140,0.554
513,4.167,15,1415,1430,5,1,140,4.167
514,11.909,30,1500,1530,1,40,140,11.909
515,3.024,15,1645,1700,11,80,140,3.024
516,11.722,55,1720,1815,13,1,140,11.722
517,10.027,18,1352,1410,1,40,141,10.027
518,1.57,7,1500,1507,11,40,141,1.57
519,10.076,10,1539,1549,11,1,141,10.076
520,6.473,20,1405,1425,1,40,142,6.473
521,6.473,20,1530,1550,11,1,142,6.473
522,14.165,12,620,632,1,80,143,14.165
523,0.762,2,645,647,13,70,143,0.762
524,1.02,2,652,654,6,80,143,1.02
525,5.13,10,702,712,13,80,143,5.13
526,0.468,2,716,718,13,80,143,0.468
527,0.346,1,731,732,13,30,143,0.346
528,6.908,11,736,747,18,97,143,6.908
529,14.872,14,2014,2028,7,70,143,14.872
530,3.83,7,2030,2037,6,40,143,3.83
531,0.858,2,2045,2047,11,40,143,0.858
532,0.845,2,2055,2057,11,40,143,0.845
533,1.474,3,2111,2114,12,40,143,1.474
534,0.693,4,2132,2136,11,80,143,0.693
535,6.591,11,2143,2154,13,1,143,6.591
536,14.164,12,620,632,1,80,143,-1.0
537,0.762,2,645,647,13,10,143,-1.0
538,3.83,7,2030,2037,3,40,143,-1.0
539,0.858,2,2045,2047,11,40,143,-1.0
540,0.845,2,2055,2057,11,40,143,-1.0
541,1.474,3,2111,2114,12,40,143,-1.0
542,0.693,4,2132,2136,11,80,143,-1.0
543,6.591,11,2143,2154,13,1,143,-1.0
544,10.487,30,930,1000,1,40,146,-1.0
545,0.147,10,1430,1440,11,80,146,-1.0
546,10.36,60,1530,1630,13,1,146,-1.0
547,10.487,30,930,1000,1,40,146,-1.0
548,0.147,10,1430,1440,11,80,146,-1.0
549,10.36,30,1600,1630,13,1,146,-1.0
550,15.354,30,830,900,1,40,147,15.354
551,1.78,5,905,910,12,40,147,1.78
552,15.494,30,945,1015,11,1,147,15.494
553,5.509,5,845,850,1,30,150,5.509
554,1.746,5,1015,1020,18,40,150,1.746
555,1.58,5,1030,1035,14,80,150,1.58
556,6.11,23,1037,1100,13,1,150,6.11
557,5.509,5,845,850,1,30,150,-1.0
558,1.746,5,1015,1020,18,40,150,-1.0
559,1.58,5,1030,1035,14,80,150,-1.0
560,6.11,23,1037,1100,13,1,150,-1.0
561,1.359,5,743,748,1,40,151,1.359
562,4.972,4,754,758,11,70,151,4.972
563,4.292,11,759,810,6,10,151,4.292
564,8.604,16,1719,1735,3,1,151,8.604
565,8.639,15,1800,1815,1,40,151,8.639
566,8.604,30,1820,1850,14,1,151,8.604
567,6.756,20,825,845,1,97,152,6.756
568,6.756,20,1235,1255,7,1,152,6.756
569,6.756,20,1520,1540,1,97,152,6.756
570,6.756,18,1717,1735,7,1,152,6.756
571,14.443,30,1800,1830,1,40,157,-1.0
572,14.54,30,1930,2000,11,1,157,-1.0
